"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-08","0.00","87","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-10","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-11","0.00","89","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-12","0.00","86","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-13","0.00","84","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-14","0.00","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-15","0.04","85","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-16","0.68","86","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-17","0.00","82","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-18","0.00","85","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-19","0.24","83","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-20","0.00","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-21","0.00","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-23","0.13","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-24","0.21","84","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-25","0.03","86","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-26","1.23","82","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-27","0.00","84","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-28","0.40","84","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-29","0.27","82","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-06-30","0.05","83","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-03","0.13","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-04","0.01","86","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-05","0.00","86","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-06","0.52","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-07","0.06","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-09","0.00","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-10","2.01","87","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-11","0.04","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-13","1.38","81","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-14","0.04","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-15","0.00","86","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-16","0.16","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-17","0.00","88","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-18","0.00","85",,"82"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-19","0.02","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-20","0.00","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-21","0.00","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-22","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-23","0.13","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-24","0.59","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-25","0.13","85","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-26","0.06","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-27","0.01","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-28","0.00","88","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-29","0.10","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-30","0.37","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-07-31","0.03","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-01","0.93","81","87",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-02","0.03","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-04","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-05","0.13","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-06","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-08","0.00","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-09","0.00","89","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-10","0.01","87","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-11","0.00","86","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-12","0.00","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-13","0.11","83","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-14","0.09","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-16","0.04","86","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-17","0.00","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-18","0.00","86","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-19","0.01","84","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-20","0.00","84","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-21","0.00","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-22","1.65","84","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-23","0.01","82","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-24","0.18","84","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-25","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-26","0.00","86","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-27","0.00","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-28","0.00","86","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-29","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-08-31","0.02","85","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-01","0.00","86","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-02","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-03","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-04","0.00","86","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-05","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-06","0.00","87","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-07","0.01","84","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-08","0.35","80","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-09","0.00","84","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-10","0.00","87","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-11","1.18","81","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-12","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-13","0.54","82","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-14","0.13","82","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-15","0.20","80","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-17","0.20","81","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-18","0.49","80","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-19","0.00","82","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-20","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-21","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-22","0.00","81","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-23","0.00","84","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-24","0.58","81","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-25","0.64","81","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-26","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-28","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-29","0.00","81","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-09-30","0.00","82","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-01","0.00","85","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-02","0.00","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-03","0.00","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-04","0.00","85","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-05","0.00","83","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-06","0.00","81","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-07","2.47","75","76",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-09","0.00","76","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-10","0.00","80","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-11","0.00","80","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-12","0.00","81","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-13","0.00","81","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-14","0.20","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-15","0.17","82","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-18","0.00","83","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-19","0.00","83","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-20","0.00","84","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-30","0.00","76","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-10-31","0.00","78","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-11-10","0.00","74","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-11-12","0.00","74","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-11-26","0.00","73","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2010-12-25","0.00","63","78",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-01-05","0.00","59","73",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-02-16","0.00","76",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-02-17","0.00","67","82",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-03-01","0.00","66","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-03-03","0.00","72","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-03-10","0.00","78","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-03-21","0.00","86","100",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-03-29","0.00","76","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-04-08","0.00","83","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-04-16","0.00","83","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-04-24","0.00","83","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-04-29","0.00","80","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-04-30","0.00","83","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-02","0.00","85","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-04","1.09","77","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-06","0.00","84","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-08","0.00","83","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-09","0.59","80","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-10","0.00","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-11","0.59","79","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-12","0.00","82","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-16","0.00","88","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-17","0.00","87","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-18","0.00","83","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-19","0.39","75","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-21","1.19","78","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-23","0.08","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-25","0.00","82","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-26","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-27","0.00","85","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-28","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-05-29","0.06","83","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-06-14","0.36","83","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-06-15","0.56","82","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-06-16","0.08","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-06-21","0.01","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-06-24","0.04","83","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-06-26","0.01","82","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-06-30","1.53","82",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-04","0.06","84","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-06","0.01","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-07","0.31","80","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-08","0.00","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-11","2.95","85","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-12","0.06","85","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-13","0.05","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-17","0.00","86","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-21","1.21","82","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-23","0.00","84","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-24","0.15","84","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-25","0.00","87","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-26","0.00","86","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-27","0.00","87","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-29","0.00","88","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-07-30","0.00","88","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-01","0.00","88","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-06","0.87","81","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-09","2.02","80","82",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-14","0.36","80","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-19","0.00","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-21","0.00","85","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-23","0.00","86","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-24","0.00","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-25","0.98","83","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-26","0.00","85",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-08-27","0.00","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-03","0.00","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-04","0.00","85","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-05","0.00","85","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-06","0.09","84","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-09","0.65","81","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-11","0.00","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-14","0.00","84","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-20","0.00","85","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-21","0.16","83","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-24","0.14","81","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-25","0.28","82","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-09-28","0.00","83","91",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-13","0.00","82","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-14","0.00","81","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-15","0.00","81","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-16","0.00","82","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-24","0.00","79","89","72"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-25","0.00","78","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-26","0.00","77","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-27","0.00","78","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-29","0.00","75","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-10-30","0.00","74","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-01","0.00","73","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-02","0.00","72","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-03","0.00","72","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-04","0.00","72","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-05","0.00","72","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-06","0.00","73","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-07","0.00","73","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-12","0.00","75","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-14","0.00","74","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-15","0.00","72","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-17","0.00","70","81",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-18","0.00","68","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-20","0.00","70","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-24","0.00","65","87","58"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-25","0.00","69","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-26","0.00","69","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-28","0.00","68","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-11-30","0.00","66","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-12-05","0.00","71","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-12-07","0.00","69","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-12-11","0.00","68","78",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-12-15","0.00","58","71",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-12-19","0.00","58","72",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-12-28","0.00","65","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2011-12-30","0.00","65","82",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-01-02","0.08","63","67",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-01-03","0.00","64","71",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-01-04","0.00","63",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-01-13","0.00","56","67",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-01-14","0.00","57","71",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-01-27","0.00","64","78",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-02-04","0.00","64","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-02-06","0.00","68","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-02-10","0.00","59","75",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-02-18","0.00","67","83",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-02-21","0.00","69","84",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-02-25","0.00","73","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-02","0.00","71","88",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-05","0.00","75","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-06","0.00","78","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-08","0.00","77","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-09","0.00","77","90",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-10","0.00","78","90","66"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-12","0.00","75","93",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-14","0.16","74","85",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-21","0.00","84","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-25","0.00","78","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-26","0.00","81","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-27","0.00","83","100",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-28","0.00","85","102",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-03-31","0.04","83","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-01","0.00","82","97",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-03","0.00","85","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-05","0.03","80","94",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-06","0.08","74","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-08","0.75","78","92",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-09","0.28","72","77",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-10","0.00","73","80",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-11","0.00","78","89",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-12","0.28","79","86",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-14","0.00","83","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-15","0.00","84","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-18","0.00","90","101",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-19","0.00","90","103",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-22","0.00","89","101",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-25","0.08","84","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-26","0.00","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-29","0.00","90","104",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-04-30","0.00","90","104",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-01","0.00","85","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-02","0.00","83","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-03","0.00","81","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-05","0.00","82","95",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-06","0.00","84","98",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-08","0.00","88","101",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-09","0.00","88","100",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-11","0.12","83","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-13","0.00","89","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-15","0.00","90","105",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-16","0.00","89","104",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-17","0.28","85","103",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-19","1.57","81",,
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-20","0.00","86","96",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-21","0.00","88","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-22","0.00","91","100","81"
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-25","0.00","89","100",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-27","0.00","89","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-29","0.00","90","99",
"BGM00041907","ISHURDI, BG","24.153","89.049","13.7","2012-05-30","0.00","88","100",
